	Column1	query	text_id	hit_id	left	hit	right	LABEL	AGENCY	DOMAIN	REAL_AGENCY	BENEFICIARY	letter_id	period	year_of_writing	authenticity	relation	author_name	author_gender	author_relation_to_recipient	author_year_of_birth	author_age	recip_name	recip_gender	recip_relation_to_addressee	recip_year_of_birth	recip_age	CORRESPONDENCE	DECADE	Kolom1	query_standardised
15129	58268	god	PASTON_246	PASTON.285_285	{TEXT:I} shall knowe whan ye loke on +te panell whiche I send yow with +tis . Me semyth it were weel ye shuld hye yow hedir to imprise +te shirref +tat shall be +tis next yeer , for as ye knowe weel meche of a mannes desire +tat is in trouble lieth in +te shirrefes fauour , and namely in our shire ; for I fere me +tat ell o+ter +tat be your aduersaryes wole be by-fore yow , whiche	God	defende . I sent yow a litell bille whiche was wretyn at Badburgham . Whe+ter ye haue it or noght I wot not ; ner the lese it is not of no gret substance . No more , but Almyghty God send yow als good speed as ye wolde desire , amen . Wretyn in hast at London +te xvj day of Octobre . Your pouere seruaunt James Gresham 	BODY	PRAYER	POLITICS	OH INDIRECT	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15175	60614	god	PASTON_287	PASTON.153_153	, the Duc of Bokyngham , and manye othyrs lordes off astate present wyth the Quene . As to my lord York , he abydyth aboute York tille Corpus Crist feste be passed , and wyth grete worshyp ys there resseyved . And certeyn justices , Prysot , Byngham , Portyngton , and &c. be thedre for execucion of justice vpon such as hafe offended yn cause criminall . It ys seyd the Duc of Exceter ys here couuertlye .	God	sende hym gode councell hereafter . And the Pryvee Sele ys examyned how and yn $whate maner and by whate autorite` prevye selys passed forth in that behalf , whych ys full jnnocent and ryght clere yn that mater , as it ys well knowen . The Frenshmen hafe be afore the Isles of Gersey and Gerneysey , and a grete navey of hem , and v=c= be taken and sleyn of hem by men of the seyd trew	BODY	PRAYER	POLITICS	GOD	OH	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15186	61175	god	PASTON_288	PASTON.551_551	haste ; and the Tresourere , also the Lord Wyltshyre , for the west coost . And a stately vessell , only for the werre , ys made new at Brystow by the mayr called Sturmyn ; and the seyd toune , with the west coostes , wolle do her part and they may be supported or fauoured . Mastere Pownynges hath day tille the next terme by a remayndre . Manye a gode man ys hert he hath .	God	comfort hym in ryght . And justice ys don dayly vppon thevys and malefactours , and peple be glad that justice may procede . The Lord Bourcher hath a gode renomee of hys wyse demenyng at Calix , but he ys not yhyt comen . The soudeours be more temperat then they were . Not ell for lak of leyser , but Our Lord kepe you . Wryt at L. the v day of Jullet . Gressam qwytes hym	BODY	PRAYER	POLITICS	GOD	OH	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15199	61838	god	PASTON_296	PASTON.714_714	a better mode for othyrs as for me . At Castre ij=d= day of September . I pray yow displese not your seruaunt be so long , for my maister lettet hym . Your W. Wyrcestre  Ryght worshypfull ser , I recommaund me to yow . And my maister hertly thankyth yow for the venyson that ye sent hym from my lord of Oxford , and prayth yow that he may be recommaunded to hys noble lordshyp . And	God	thank yow for your speciall remembraunce of my mater that ye hafe it so tendyrly to hert , for ye may know weell the gode spede of that ys my wellfare and the contrarye ys my vtter vndoyng . I hafe sent to John Porter to wete verrayly how it standyth wyth hym , as ye shall wete the certeynte` thys weke . As for the mater wryt to John Bokkyng , he hath rad your lettre and wille	BODY	PRAYER	SOCIAL	WRITER	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15237	21760	god	BARRING_111	BARRING_111.36_36	Madam Wee are heere joyfull for your resolution to come to this place where you are so much desired . My carte $shall $be {TEXT:shalbe} with you at the appointed day and , if it please	God	I continew to recover my health as I begin , I purpose to come and attend you . If I $can $not {TEXT:cannot} I know you accept of my true desire . Your god sonn , who by me craves your blessing , hath ben at nurse Birde 's aboute 14 daies and is ( I thanke God ) very well weaned ; the cause why we have donn this is the findeing that my wive 's milke was	BODY	DIVINE APPROVAL	DISEASE	0	0	BARRING_111	E2	1630.0	AUTOGRAPH	FAMILY_NUCLEAR	ROBERT_BARRINGTON	MALE	SON	_	_	JOAN_BARRINGTON	FEMALE	MOTHER	1558?	72?	BARRING	1630	111.0	GOD
15238	63827	god	PASTON_314	PASTON.150_150	better chiere , &c . My maister demaundyth me sondry tymes when ye shall be here . I coude not sey till thys day be passed . William Geney shall be here to-morn , so wold Jesus ye were here then . I asked licence to ryde yn-to my contree , and my maistre dyd not graunt it ; he seyd hys wille was for to make , &c . Y aunsuerd it syt not me to know it .	God	gefe hym grace of holsom councell and of a gode disposicion . Non est opus vnius diei nec vnius septimane . My Lord Bedford wylle was made yn so bryeff and generall termys that yn-to thys day by the space of xx yeer can neuere hafe ende , but allwey new to constrew and oppynable ; so a generallte` shall ne may be so gode as a particuler declaracion . I wryte blontly . I had foryete to hafe	BODY	PRAYER	RELIGION	GOD	OH	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15307	21917	god	BARRING_122	BARRING.474_474	that the father would settl noe land uppon him , which made bothe her and my self the more colde in the business . Heerein I assure my self shee will cleere me and therefore I hope yow will not impute any carelessnes to me in this pointe . I have desired my lady to propounde the matter to the father by her freinde , whome if shee shall find to return such an answere as shall be reasonable ,	God	willing I will make good what formerly I have promised . I confess I have more affection this way then the other , for growing in yeeres travaile will be unpleasing , and soe farr distant she may be as a lost childe unto me . I shall now humbly intreate yowr ladyship no sinister conceite may possess yow concerning my self , who have bin , and by God 's help will be , as redy to doe	BODY	DIVINE APPROVAL	INTENTION	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
15309	22070	god	BARRING_129	BARRING.2855_2855	to my sister Lamplugh and the rest , sisters , brothers , freinds , children , I comitt us all to God and rest Your most dewtyfull and as loving sonn Thomas Barrington London , May 13 , 1631 I have sent yow papers from my nephew St Johns which are not to appeear allmost to any one . I beseich $you lett me crave them at my retourne , which shall be ere long , by the blessing of	God	. Barrington give $these 	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
15336	68825	god	PASTON_338	PASTON.3112_3112	on in the tenauntes names of Cotton I sente as I wrote vn-to yow and my seruauntes there . Vp-on the sight of +te same lettre and billes John Russe with Geffrey Sperlyng riden to Cotton to fulfille parte , or as moche as +tei myght , of th'entente of +te same lettre touchyng +te first article , and as thei spedde +tere +tei writen , as I vnderstande , and sent vn-to yow from Cotton ; wherjnne I pray	God	spede yow , for me +tinkith the bille and the matier right good and weel spoken accordyng to the trouthe of +teire riotous demenyng . And also I receyvid the same tyme ano+ter bille in my name to be putte by whiche I like right weel , and thinke verily by all lyklynesse that +te bothe billes shall doo moche good , and grete pite` were but if +tei shuld be putte vp to th'entente +tere demenyng shuld be	BODY	PRAYER	TRADE	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15349	22214	god	BARRING_137	BARRING.1626_1626	to be Your afectinat and obedient grantchild to comand Joan St John Harow the 9=o= of August , 1631 Hatfeild present thes Madam I have brought your daughter into Essex to waite upon you , but hearing that you are so full of greate company wee have forborne to come unto you untill wee heare that the coast is cleare . I have sent this bearer to see how you and my brother and sister doe , and purpose ,	God	willing , to bee with you this weeke if you bee not to <P_201> full of company . I doubt not but you have heard the good newes , but it may be you have not seene it , therfore I have sent you these bookes . So with remembrance of my servyce and duty , I rest Your dutifull sonne G. Gerard Otes , 25 August , 1631 at Hatfield these be given Good madam Had not this	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
15407	22457	god	BARRING_144	BARRING.1104_1104	him to repaire the house , and you may send unto Higham to know what securitie he hath from the tenant for the paiment of the rent and reparations , but I suspect it may be there plott to cause the landlord to wright this letter unto you to see what they can gett from you . Madam , if in this or any thing other I may serve you I $will $be you send unto mee . I purpose	God	willing to be at London on Friday and at my nephew St John 's you shall heere of mee . God keepe you ever , Your dutifull sonne G. Gerard 13 Octobre , 1631 at Hatfield these be given My honored aunte My noble cosin Sir William Mewx was not a lytle glad to heere of your ladyship 's good healthe and his dawfter her hope of recoverie , and please God , as by the inclosed I conceive	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
15408	72497	god	PASTON_349	PASTON.4502_4502	, which he promittyd vp a certeyn mony , &c. , and vndirtoke it , &c. , and fond that tyme no bonys in the matere , &c . And now he seyth he wil labowr and ryde and do hise part , &c . And he wold haf me to help hym , &c. , quod non fiet , &c. , or ell a man of credens of my maysterys , &c. , quod dubito fieri , &c .	God	bryng +gow sone hidyr , &c. , for I am weri tyl +ge come . Sire Thomas the parson , +gowr owne most trewe , &c. , be myn trewthe , and I +gowr bedeman and +gowrys at +gowr comaundment in +gowr letter , haf no more towchid of the mater , &c. , to my mayster , &c . Every day this v dayes he seyth , ' God send me sone my good cosyn Paston , for	BODY	PRAYER	TRADE	GOD	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15425	73364	god	PASTON_399	PASTON.723_723	weder hadde seruyd theym , shuld a ben here sone vpon Candelmasse . At Trente <P_II,273> to London-wardes +tei shuld a ben by Candelmasse or sone after , on parte of theym , and another part comyng from Walys and the thredde from Yernessey and Garnesseye . Wher-fore it is weel don ye enforme myn Lord Warwyk , +tat he may speke to the Kyng +tat good provysion be hadde $in withstandyng there malicyous purpose and evyl wylle , whiche	God	graunt we may overcome theym ; and so we shuld , I dought not , if we were alle oon . There ben many $medelers , and they ben best cheryshed whiche wole hurt moche if the cas come to , as God diffende , &c . T. Howys 	BODY	PRAYER	WARFARE	OH INDIRECT	WRITER AND OH	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15433	73772	god	PASTON_412	PASTON.504_504	Frenshemen , and there tok of hem l , wherof xij shyppys were as gret as the <font> Grace de Dewe </font> ; and there is slayn on thys partyez the Lordys Clynton and Dakyr and many jentilmen , Ince and othyr , the <P_II,287> noumbre of iiij m=l= . And the seyd Spanyardys were purposyd with marchaundise in-to Flaundrez . My lordys of Warwykys shyp , the <font> Mary Grace </font> , and the fore they were formest .	God	send grace thys be trewe . On Thursday last past at London was no tydingys in serteyn where the flet was , nore what they had doon ; and therfore I fere the tydingys the more . Item , ser , as fore tydingys at London , there were arestyd be the Tresorer xl seylis lyeng in Temse , wherof many smale shyppis ; and it is seyd it is to carye men to Caleyse in all haste fore	BODY	PRAYER	WARFARE	GOD	WRITER	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15536	21724	lord	BARRING_100	BARRING_100.298_298	Lamplugh so ill in regard of bodily weakenesse , I hope the lord will in his good tyme gyve her the comfortes her soul desyres and bringe her with rejoyceing in his rich grac in Christ out of this sadnes ; my poore prayers and best indeavors dayly shall not be awanting for her good , but the care will requyre as well bodily as spirituall phisick , nyther alone $will $be {TEXT:wilbe} so avayleable as both together , the	lord	being pleased ( as my trust is he is ) to gyve a blessing . Mrs Lucy hath had a feavor , but is fynely recovored blessed be God ; it doth much cheare her when we speak of your ladiship 's comeing . She remebereth her duty and craves your blessing . Thus humbly and heartely beseecheing the lord dayly to adde unto your spirituall stock of grace and comfort and to recompenc your great and undeserved bounty	BODY	CONFIDENCE	DISEASE	0	0	BARRING_100	E2	1630.0	AUTOGRAPH	OTHER	JAMES_HARRISON	MALE	_	_	_	JOAN_BARRINGTON	FEMALE	_	1558?	72?	BARRING	1630	100.0	LORD
15563	80402	god	PASTON_462	PASTON.433_433	or to lefe thys letter at a barbourys house ovyr the seyd George to delyuer yt to Sir John Paston . </font> Plese your gode maistershyp to wete that I herd thys day how a man wend that a jugement ys passed ayenst your entent yn the ende of the last terme - yt was not of verray certeyn tolde me but as a dreme - yn the Kynges Chauncerye . I coude gefe none aunsuer thertoo . I pray	God	alle be well . Hyt wold ease som of your frendes hertys yff they coude vndrestond ony gode comfort . Sir , as for Robert I wold pray and requyre your maistershyp that he may for hys lernyng be abydyng wyth your cousyn of Lyncoln Inne , as yt vndre subieccion , wyth erly rysyng accustomed , for slouth ys the moder and noryssher of all vices . He hath cost me moch good and labour , and now	BODY	PRAYER	POLITICS	OH INDIRECT	ADDRESSEE	PASTON	M4	1469.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	MARGARET_PASTON[N.MAUTBY]	FEMALE	MOTHER	_	_	JOHN_PASTON_II	MALE	SON	1442	27	PASTON	1460		GOD
15588	22529	god	BARRING_146	BARRING.1543_1543	to my daughter , of whoes recovery ( thancks be unto the author of all helth and good ) I perswade my self there is good hopes . My prayers shall not be wanting for the restoring her to perfect helth , and my endevors shall be to the uttermost to give her contentment . I intend to be with yow ( God willing ) about the feast of All Saints , when I shall express my self further by	God	's assistance . In the meane time I leave yow to the allmighty and rest yowr assured loving son William Meux Kingston the xx=th= of October , 1631 Concerning the business Sir Francis Harris hath propounded , I must take som time to consider . I am soe much bound unto yow for your many favor as that I know not how to make a sufficient acknowledgment . Hattfeilde give these Madame Yow see I have obayed your commaund	BODY	DIVINE APPROVAL	TRAVEL	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
15633	22862	god	BARRING_158	BARRING.3273_3273	for the privie tiethes . And truely madam I thinke ther is no man will geve more , nay scarce soe much . I am hartely glad he hath made so faire an offer , and if it please you good madam to accept of this ( as I hope you will ) I shall take a great deale of joy and comfort in it , and $will $be {TEXT:wilbe} very thankfull unto you for it whensoever it shall please	God	we meete againe . And I hope you shall herein doe your sonn a great good ( that if it please God he comes to enjoy it and live a neare neighbour ) ; it will be a great meanes to encrease and unite a great deale of love betwixt them , all which I hartely desire out of a reall affection , and it $shall $be {TEXT:shalbe} alwaies my sincere prayers unto almighty to blesse the same ,	BODY	DIVINE APPROVAL	MEETING	0	0	BARRING	E2	1631.0	AUTOGRAPH	FAMILY_OTHER_CODE_METADATA	JANE_HOOK[N.WHALLEY]	FEMALE	NIECE	_	_	JOAN_BARRINGTON	FEMALE	AUNT	1558?	73?	BARRING	1630		GOD
